title,author,score,pages,year,genre,desc,reviews,url
The Bluest Eye,Toni Morrison,"18,805",216,1970,"Fiction,Classics,Historical Fiction,Banned Books,Race,African American,Literary Fiction"," is Toni Morrison's first novel, a book heralded for its richness of language and boldness of vision. Set in the author's girlhood hometown of Lorain, Ohio, it tells the story of black, eleven-year-old Pecola Breedlove. Pecola prays for her eyes to turn blue so that she will be as beautiful and beloved as all the blond, blue-eyed children in America. In the autumn of 1941, the year the marigolds in the Breedloves' garden do not bloom. Pecola's life does change—in painful, devastating ways. ","16,913",/book/show/11337.The_Bluest_Eye
About a Boy,Nick Hornby,"5,677",307,1998,"Fiction,Contemporary,Humor,Novels,British Literature,Comedy,Adult",ACE for ISBN 9780140293456,"3,886",/book/show/4271.About_a_Boy
Midnight’s Children,Salman Rushdie,"53,824",647,1981,"Fiction,Magical Realism,Classics,India,Historical Fiction,Fantasy,Literature","Saleem Sinai is born at the stroke of midnight on August 15, 1947, the very moment of India’s independence. Greeted by fireworks displays, cheering crowds, and Prime Minister Nehru himself, Saleem grows up to learn the ominous consequences of this coincidence. His every act is mirrored and magnified in events that sway the course of national affairs; his health and well-being are inextricably bound to those of his nation; his life is inseparable, at times indistinguishable, from the history of his country. Perhaps most remarkable are the telepathic powers linking him with India’s 1,000 other “midnight’s children,” all born in that initial hour and endowed with magical gifts. ","8,334",/book/show/14836.Midnight_s_Children
Stranger in a Strange Land,Robert A. Heinlein,"53,824",525,1961,"Science Fiction,Fiction,Classics,Science Fiction Fantasy,Fantasy,Novels,Speculative Fiction","Valentine Michael Smith is a human being raised on Mars, newly returned to Earth. Among his people for the first time, he struggles to understand the social mores and prejudices of human nature that are so alien to him, while teaching them his own fundamental beliefs in grokking, watersharing, and love.","9,973",/book/show/350.Stranger_in_a_Strange_Land
On the Road,Jack Kerouac,"998,587",307,1957,"Fiction,Travel,Literature,Classics,Novels,American,Adventure","A quintessential novel of America & the Beat Generation On the Road chronicles Jack Kerouac's years traveling the N. American continent with his friend Neal Cassady, ""a sideburned hero of the snowy West."" As ""Sal Paradise"" & ""Dean Moriarty,"" the two roam the country in a quest for self-knowledge & experience. Kerouac's love of America, compassion for humanity & sense of language as jazz combine to make On the Road an inspirational work of lasting importance. This classic novel of freedom & longing defined what it meant to be ""Beat"" & has inspired every generation since its initial publication.","19,632",/book/show/70401.On_the_Road
"The Gormenghast Novels (Gormenghast, #1-3)",Mervyn Peake,"5,677",1173,1959,"Fantasy,Fiction,Classics,Gothic,Horror,Novels,Literature","A doomed lord, an emergent hero, and a dazzling array of bizarre creatures inhabit the magical world of the Gormenghast novels which, along with Tolkien's ",721,/book/show/39058.The_Gormenghast_Novels
The Third Policeman,Flann O'Brien,"5,677",200,1967,"Fiction,Ireland,Irish Literature,Fantasy,Classics,Humor,Novels","The Third Policeman is Flann O'Brien's brilliantly dark comic novel about the nature of time, death, and existence. Told by a narrator who has committed a botched robbery and brutal murder, the novel follows him and his adventures in a two-dimensional police station where, through the theories of the scientist/philosopher de Selby, he is introduced to ""Atomic Theory"" and its relation to bicycles, the existence of eternity (which turns out to be just down the road), and de Selby's view that the earth is not round but ""sausage-shaped."" With the help of his newly found soul named ""Joe,"" he grapples with the riddles and contradictions that three eccentric policeman present to him.","2,326",/book/show/27208.The_Third_Policeman
The Westing Game,Ellen Raskin,"9,637",182,1978,"Mystery,Fiction,Young Adult,Middle Grade,Classics,Childrens,Mystery Thriller","A bizarre chain of events begins when sixteen unlikely people gather for the reading of Samuel W. Westing's will. And though no one knows why the eccentric, game-loving millionaire has chosen a virtual stranger—and a possible murderer—to inherit his vast fortune, one thing's for sure: Sam Westing may be dead ... but that won't stop him from playing one last game!","14,269",/book/show/902.The_Westing_Game
Revolutionary Road,Richard Yates,"18,805",355,1961,"Fiction,Classics,Historical Fiction,Novels,American,Literature,Literary Fiction","In the hopeful 1950s, Frank and April Wheeler appear to be a model American couple: bright, beautiful, talented, with two young children and a starter home in the suburbs. Perhaps they married too young and started a family too early. Maybe Frank's job is dull. And April never saw herself as a housewife. Yet they have always lived on the assumption that greatness is only just around the corner. But now that certainty is now about to crumble. With heartbreaking compassion and remorseless clarity, Richard Yates shows how Frank and April mortgage their spiritual birthright, betraying not only each other, but their best selves.","7,590",/book/show/48328.Revolutionary_Road
The BFG,Roald Dahl,"18,805",199,1982,"Fantasy,Childrens,Fiction,Middle Grade,Young Adult,Humor,Classics","Captured by a giant! The BFG is no ordinary bone-crunching giant. He is far too nice and jumbly. It's lucky for Sophie that he is. Had she been carried off in the middle of the night by the Bloodbottler, the Fleshlumpeater, the Bonecruncher, or any of the other giants-rather than the BFG-she would have soon become breakfast. ","12,421",/book/show/6319.The_BFG
"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,"9,637",183,1968,"Fantasy,Fiction,Young Adult,Classics,Science Fiction Fantasy,Magic,High Fantasy","Ged, the greatest sorcerer in all Earthsea, was called Sparrowhawk in his reckless youth. ","15,650",/book/show/13642.A_Wizard_of_Earthsea
A Fine Balance,Rohinton Mistry,"53,824",603,1995,"Fiction,Historical Fiction,India,Indian Literature,Literary Fiction,Historical,Canada","With a compassionate realism and narrative sweep that recall the work of Charles Dickens, this magnificent novel captures all the cruelty and corruption, dignity and heroism, of India. ","11,143",/book/show/5211.A_Fine_Balance
Papillon,Henri Charrière,"5,677",544,1969,"Nonfiction,Biography,Classics,Memoir,Adventure,Autobiography,France","Henri Charrière, called ""Papillon,"" for the butterfly tattoo on his chest, was convicted in Paris in 1931 of a murder he did not commit. Sentenced to life imprisonment in the penal colony of French Guiana, he became obsessed with one goal: escape. After planning and executing a series of treacherous yet failed attempts over many years, he was eventually sent to the notorious prison, Devil's Island, a place from which no one had ever escaped . . . until Papillon. His flight to freedom remains one of the most incredible feats of human cunning, will, and endurance ever undertaken.","2,825",/book/show/6882.Papillon
"Shōgun (Asian Saga, #1)",James Clavell,"53,824",1152,1975,"Historical,Adventure,Literature,Novels,Classics,Fiction,Japanese Literature","Here is the world-famous novel of Japan that is the earliest book in James Clavell’s masterly Asian saga. Set in the year 1600, it tells the story of a bold English pilot whose ship was blown ashore in Japan, where he encountered two people who were to change his life: a warlord with his own quest for power, and a beautiful interpreter torn between two ways of life and two ways of love.","6,038",/book/show/402093.Sh_gun
"The Spy Who Came In from the Cold (George Smiley, #3)",John le Carré,"5,677",212,1963,"Fiction,Thriller,Mystery,Espionage,Classics,Mystery Thriller,Crime","In this classic, John le Carre's third novel and the first to earn him international acclaim, he created a world unlike any previously experienced in suspense fiction. With unsurpassed knowledge culled from his years in British Intelligence, le Carre brings to light the shadowy dealings of international espionage in the tale of a British agent who longs to end his career but undertakes one final, bone-chilling assignment. When the last agent under his command is killed and Alec Leamas is called back to London, he hopes to come in from the cold for good. His spymaster, Control, however, has other plans. Determined to bring down the head of East German Intelligence and topple his organization, Control once more sends Leamas into the fray -- this time to play the part of the dishonored spy and lure the enemy to his ultimate defeat.","6,669",/book/show/19494.The_Spy_Who_Came_In_from_the_Cold
"The Hitchhiker’s Guide to the Galaxy (The Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"998,587",193,1979,"Science Fiction,Fiction,Humor,Fantasy,Comedy,Audiobook,Science Fiction Fantasy","Seconds before the Earth is demolished to make way for a galactic freeway, Arthur Dent is plucked off the planet by his friend Ford Prefect, a researcher for the revised edition of The Hitchhiker's Guide to the Galaxy who, for the last fifteen years, has been posing as an out-of-work actor.","45,236",/book/show/386162.The_Hitchhiker_s_Guide_to_the_Galaxy
The Outsiders,S.E. Hinton,"998,587",208,1967,"Classics,Young Adult,Fiction,School,Read For School,Coming Of Age,Realistic Fiction"," is about two weeks in the life of a 14-year-old boy. The novel tells the story of Ponyboy Curtis and his struggles with right and wrong in a society in which he believes that he is an outsider. According to Ponyboy, there are two kinds of people in the world: greasers and socs. A soc (short for ""social"") has money, can get away with just about anything, and has an attitude longer than a limousine. A greaser, on the other hand, always lives on the outside and needs to watch his back. Ponyboy is a greaser, and he's always been proud of it, even willing to rumble against a gang of socs for the sake of his fellow greasers--until one terrible night when his friend Johnny kills a soc. The murder gets under Ponyboy's skin, causing his bifurcated world to crumble and teaching him that pain feels the same whether a soc or a greaser.","46,625",/book/show/231804.The_Outsiders
